OTitle,Title,Body,Link,Date,Type,Combined_Text,PText,PTitle
A guide to RAID multiple Local SSDs & mount it to Dataproc,guide raid multiple local ssds mount proc,problem statementproc managed hadoop spark service makes easy process large sets google cloud platform provides fully configured hadoop spark environment used run big jobs including batch processing interactive queries spark opensource frameworks use hadoop inherently distributed meaning everything computing storage spread across multiple nodes cluster node portion storage designated participate distributed storage also known hdfs architecture allows clusters scale,https://medium.com/google-cloud/a-guide-to-raid-multiple-local-ssds-mount-it-to-dataproc-7d4d510906d7?source=rss----e52cf94d98af---4,"Tue, 28 Nov 2023 15:23:50 GMT",blogtech,guide raid multiple local ssds mount proc problem statementproc managed hadoop spark service makes easy process large sets google cloud platform provides fully configured hadoop spark environment used run big jobs including batch processing interactive queries spark opensource frameworks use hadoop inherently distributed meaning everything computing storage spread across multiple nodes cluster node portion storage designated participate distributed storage also known hdfs architecture allows clusters scale,"['guide', 'raid', 'multiple', 'local', 'ssds', 'mount', 'proc', 'problem', 'statementproc', 'managed', 'hadoop', 'spark', 'service', 'makes', 'easy', 'process', 'large', 'sets', 'google', 'cloud', 'platform', 'provides', 'fully', 'configured', 'hadoop', 'spark', 'environment', 'used', 'run', 'big', 'jobs', 'including', 'batch', 'processing', 'interactive', 'queries', 'spark', 'opensource', 'frameworks', 'use', 'hadoop', 'inherently', 'distributed', 'meaning', 'everything', 'computing', 'storage', 'spread', 'across', 'multiple', 'nodes', 'cluster', 'node', 'portion', 'storage', 'designated', 'participate', 'distributed', 'storage', 'also', 'known', 'hdfs', 'architecture', 'allows', 'clusters', 'scale']","['guide', 'raid', 'multiple', 'local', 'ssds', 'mount', 'proc']"
Australia’s Leading Grocers to Face Senate Inquiry into Pricing,australias leading grocers face senate inquiry pricing,australias supermarket chains forced answer inquiry nations senate regarding profits rising cost living becomes political issue,https://www.bloomberg.com/news/articles/2023-12-02/australia-s-leading-grocers-to-face-senate-inquiry-into-pricing,"Sat, 02 Dec 2023 21:46:43 GMT",finance,australias leading grocers face senate inquiry pricing australias supermarket chains forced answer inquiry nations senate regarding profits rising cost living becomes political issue,"['australias', 'leading', 'grocers', 'face', 'senate', 'inquiry', 'pricing', 'australias', 'supermarket', 'chains', 'forced', 'answer', 'inquiry', 'nations', 'senate', 'regarding', 'profits', 'rising', 'cost', 'living', 'becomes', 'political', 'issue']","['australias', 'leading', 'grocers', 'face', 'senate', 'inquiry', 'pricing']"
US Payrolls Are Seen Picking Up After End of UAW Strike,us payrolls seen picking end uaw strike,return striking united auto workers vehicle assembly lines seen driving pickup november payrolls representing pause recent trend moderating us employment growth,https://www.bloomberg.com/news/articles/2023-12-02/us-payrolls-are-seen-picking-up-after-end-of-uaw-strike,"Sat, 02 Dec 2023 21:00:00 GMT",finance,us payrolls seen picking end uaw strike return striking united auto workers vehicle assembly lines seen driving pickup november payrolls representing pause recent trend moderating us employment growth,"['us', 'payrolls', 'seen', 'picking', 'end', 'uaw', 'strike', 'return', 'striking', 'united', 'auto', 'workers', 'vehicle', 'assembly', 'lines', 'seen', 'driving', 'pickup', 'november', 'payrolls', 'representing', 'pause', 'recent', 'trend', 'moderating', 'us', 'employment', 'growth']","['us', 'payrolls', 'seen', 'picking', 'end', 'uaw', 'strike']"
Israel Focuses on Gaza’s South as Cease-Fire Talks Rejected,israel focuses gazas south ceasefire talks rejected,israels military increased airstrikes hamas targets southern gaza widening front war side ruled talks toward renewed ceasefire,https://www.bloomberg.com/news/articles/2023-12-02/israel-recalls-negotiators-from-qatar-steps-up-strikes-on-hamas,"Sat, 02 Dec 2023 15:54:01 GMT",finance,israel focuses gazas south ceasefire talks rejected israels military increased airstrikes hamas targets southern gaza widening front war side ruled talks toward renewed ceasefire,"['israel', 'focuses', 'gazas', 'south', 'ceasefire', 'talks', 'rejected', 'israels', 'military', 'increased', 'airstrikes', 'hamas', 'targets', 'southern', 'gaza', 'widening', 'front', 'war', 'side', 'ruled', 'talks', 'toward', 'renewed', 'ceasefire']","['israel', 'focuses', 'gazas', 'south', 'ceasefire', 'talks', 'rejected']"
UK Commits Additional €35 Million to Brazil’s Amazon Fund,uk commits additional 35 million brazils amazon fund,uk committed additional 35 million 381 million brazils amazon fund international conservation initiative aimed ending deforestation worlds largest rainforest 2030,https://www.bloomberg.com/news/articles/2023-12-02/uk-commits-additional-35-million-to-brazil-s-amazon-fund,"Sat, 02 Dec 2023 20:43:53 GMT",finance,uk commits additional 35 million brazils amazon fund uk committed additional 35 million 381 million brazils amazon fund international conservation initiative aimed ending deforestation worlds largest rainforest 2030,"['uk', 'commits', 'additional', '35', 'million', 'brazils', 'amazon', 'fund', 'uk', 'committed', 'additional', '35', 'million', '381', 'million', 'brazils', 'amazon', 'fund', 'international', 'conservation', 'initiative', 'aimed', 'ending', 'deforestation', 'worlds', 'largest', 'rainforest', '2030']","['uk', 'commits', 'additional', '35', 'million', 'brazils', 'amazon', 'fund']"
Surprise Call Shocks Staid Corner of Bond Market: Credit Weekly,surprise call shocks staid corner bond market credit weekly,normally sedate part debt markets used finance industry transfer mortgage default risk roiled insurer arch capital group ltd called 17 billion securities par trading premium,https://www.bloomberg.com/news/articles/2023-12-02/a-bond-market-that-s-supposed-to-cut-risk-just-got-upended-by-a-surprise-call,"Sat, 02 Dec 2023 20:00:00 GMT",finance,surprise call shocks staid corner bond market credit weekly normally sedate part debt markets used finance industry transfer mortgage default risk roiled insurer arch capital group ltd called 17 billion securities par trading premium,"['surprise', 'call', 'shocks', 'staid', 'corner', 'bond', 'market', 'credit', 'weekly', 'normally', 'sedate', 'part', 'debt', 'markets', 'used', 'finance', 'industry', 'transfer', 'mortgage', 'default', 'risk', 'roiled', 'insurer', 'arch', 'capital', 'group', 'ltd', 'called', '17', 'billion', 'securities', 'par', 'trading', 'premium']","['surprise', 'call', 'shocks', 'staid', 'corner', 'bond', 'market', 'credit', 'weekly']"
Tsunami Alert After 7.6-Magnitude Quake Strikes Off the Philippines,tsunami alert 76magnitude quake strikes philippines,manila philippines ap mdash powerful earthquake preliminary magnitude 76 struck saturday southern philippine coast prompting many villagers flee homes panic around midnight philippine authorities issued tsunami warning,https://www.bloomberg.com/en/news/thp/2023-12-02/urgent-7-6-magnitude-earthquake-strikes-off-the-philippines-and-a-tsunami-warning-is-issued,"Sat, 02 Dec 2023 15:16:18 GMT",finance,tsunami alert 76magnitude quake strikes philippines manila philippines ap mdash powerful earthquake preliminary magnitude 76 struck saturday southern philippine coast prompting many villagers flee homes panic around midnight philippine authorities issued tsunami warning,"['tsunami', 'alert', '76magnitude', 'quake', 'strikes', 'philippines', 'manila', 'philippines', 'ap', 'mdash', 'powerful', 'earthquake', 'preliminary', 'magnitude', '76', 'struck', 'saturday', 'southern', 'philippine', 'coast', 'prompting', 'many', 'villagers', 'flee', 'homes', 'panic', 'around', 'midnight', 'philippine', 'authorities', 'issued', 'tsunami', 'warning']","['tsunami', 'alert', '76magnitude', 'quake', 'strikes', 'philippines']"
Kenya Signs Deals Worth $4.48 Billion to Develop Green Projects,kenya signs deals worth 448 billion develop green projects,kenya signed deals seven green projects sidelines cop28 summit include geothermal generation plants fertilizer production data center powered renewable energy according emailed statement,https://www.bloomberg.com/news/articles/2023-12-02/kenya-signs-deals-worth-4-48-billion-to-develop-green-projects,"Sat, 02 Dec 2023 18:29:14 GMT",finance,kenya signs deals worth 448 billion develop green projects kenya signed deals seven green projects sidelines cop28 summit include geothermal generation plants fertilizer production data center powered renewable energy according emailed statement,"['kenya', 'signs', 'deals', 'worth', '448', 'billion', 'develop', 'green', 'projects', 'kenya', 'signed', 'deals', 'seven', 'green', 'projects', 'sidelines', 'cop28', 'summit', 'include', 'geothermal', 'generation', 'plants', 'fertilizer', 'production', 'data', 'center', 'powered', 'renewable', 'energy', 'according', 'emailed', 'statement']","['kenya', 'signs', 'deals', 'worth', '448', 'billion', 'develop', 'green', 'projects']"
Raimondo Says Commerce Needs More Money to Halt China Chip Drive,raimondo says commerce needs halt china chip drive,us commerce secretary gina raimondo said department needs stop china catching cuttingedge semiconductors,https://www.bloomberg.com/news/articles/2023-12-02/raimondo-says-commerce-needs-more-money-to-halt-china-chip-drive,"Sat, 02 Dec 2023 18:28:01 GMT",finance,raimondo says commerce needs halt china chip drive us commerce secretary gina raimondo said department needs stop china catching cuttingedge semiconductors,"['raimondo', 'says', 'commerce', 'needs', 'halt', 'china', 'chip', 'drive', 'us', 'commerce', 'secretary', 'gina', 'raimondo', 'said', 'department', 'needs', 'stop', 'china', 'catching', 'cuttingedge', 'semiconductors']","['raimondo', 'says', 'commerce', 'needs', 'halt', 'china', 'chip', 'drive']"
Grayscale Trust Becomes ‘Betting Line’ for Spot Bitcoin ETF,grayscale trust becomes betting line spot bitcoin etf,traders betting regulators approve us spot bitcoin exchangetraded fund sooner rather later evaporated oncegargantuan discount worlds biggest crypto fund,https://www.bloomberg.com/news/articles/2023-11-29/grayscale-trust-becomes-live-betting-line-for-spot-bitcoin-etf,"Wed, 29 Nov 2023 20:22:49 GMT",finance,grayscale trust becomes betting line spot bitcoin etf traders betting regulators approve us spot bitcoin exchangetraded fund sooner rather later evaporated oncegargantuan discount worlds biggest crypto fund,"['grayscale', 'trust', 'becomes', 'betting', 'line', 'spot', 'bitcoin', 'etf', 'traders', 'betting', 'regulators', 'approve', 'us', 'spot', 'bitcoin', 'exchangetraded', 'fund', 'sooner', 'rather', 'later', 'evaporated', 'oncegargantuan', 'discount', 'worlds', 'biggest', 'crypto', 'fund']","['grayscale', 'trust', 'becomes', 'betting', 'line', 'spot', 'bitcoin', 'etf']"
Chinese Firm to Help Build $1.5 Billion Bridge in Sierra Leone,chinese firm help build 15 billion bridge sierra leone,sierra leone signed agreement china road bridge corporation senegals atepa group construction 8 kilometer 497 miles bridge linking capital main airport,https://www.bloomberg.com/news/articles/2023-12-02/chinese-firm-to-help-build-1-5-billion-bridge-in-sierra-leone,"Sat, 02 Dec 2023 16:28:36 GMT",finance,chinese firm help build 15 billion bridge sierra leone sierra leone signed agreement china road bridge corporation senegals atepa group construction 8 kilometer 497 miles bridge linking capital main airport,"['chinese', 'firm', 'help', 'build', '15', 'billion', 'bridge', 'sierra', 'leone', 'sierra', 'leone', 'signed', 'agreement', 'china', 'road', 'bridge', 'corporation', 'senegals', 'atepa', 'group', 'construction', '8', 'kilometer', '497', 'miles', 'bridge', 'linking', 'capital', 'main', 'airport']","['chinese', 'firm', 'help', 'build', '15', 'billion', 'bridge', 'sierra', 'leone']"
"Philippines, France Agree to Start Defense Pact Negotiations",philippines france agree start defense pact negotiations,philippines france agreed initiate talks defense agreement would allow troop visits southeast asian nation seeks strengthen military ties amid tension south china sea,https://www.bloomberg.com/news/articles/2023-12-02/philippines-france-agree-to-start-defense-pact-negotiations,"Sat, 02 Dec 2023 16:01:42 GMT",finance,philippines france agree start defense pact negotiations philippines france agreed initiate talks defense agreement would allow troop visits southeast asian nation seeks strengthen military ties amid tension south china sea,"['philippines', 'france', 'agree', 'start', 'defense', 'pact', 'negotiations', 'philippines', 'france', 'agreed', 'initiate', 'talks', 'defense', 'agreement', 'would', 'allow', 'troop', 'visits', 'southeast', 'asian', 'nation', 'seeks', 'strengthen', 'military', 'ties', 'amid', 'tension', 'south', 'china', 'sea']","['philippines', 'france', 'agree', 'start', 'defense', 'pact', 'negotiations']"
Macron Concerns Derail EU-South America Trade Deal Yet Again,macron concerns derail eusouth america trade deal yet,frances president emmanuel macron greets brazils president luiz inacio lula da silva bilateral meeting sideline cop28 united nations climate summit dubai december 2 2023 cop28 conference opened december 1 early victory nations agreed launch loss damage fund vulnerable countries devastated natural disasters photo ludovic marin afp photo ludovic marinafp via getty images,https://www.bloomberg.com/news/articles/2023-12-02/macron-concerns-derail-eu-south-america-trade-deal-yet-again,"Sat, 02 Dec 2023 15:32:15 GMT",finance,macron concerns derail eusouth america trade deal yet frances president emmanuel macron greets brazils president luiz inacio lula da silva bilateral meeting sideline cop28 united nations climate summit dubai december 2 2023 cop28 conference opened december 1 early victory nations agreed launch loss damage fund vulnerable countries devastated natural disasters photo ludovic marin afp photo ludovic marinafp via getty images,"['macron', 'concerns', 'derail', 'eusouth', 'america', 'trade', 'deal', 'yet', 'frances', 'president', 'emmanuel', 'macron', 'greets', 'brazils', 'president', 'luiz', 'inacio', 'lula', 'da', 'silva', 'bilateral', 'meeting', 'sideline', 'cop28', 'united', 'nations', 'climate', 'summit', 'dubai', 'december', '2', '2023', 'cop28', 'conference', 'opened', 'december', '1', 'early', 'victory', 'nations', 'agreed', 'launch', 'loss', 'damage', 'fund', 'vulnerable', 'countries', 'devastated', 'natural', 'disasters', 'photo', 'ludovic', 'marin', 'afp', 'photo', 'ludovic', 'marinafp', 'via', 'getty', 'images']","['macron', 'concerns', 'derail', 'eusouth', 'america', 'trade', 'deal', 'yet']"
Ukraine Warns of Nuclear Risks as Zelenskiy Prepares to Dig In,ukraine warns nuclear risks zelenskiy prepares dig,threat nuclear accident persists amid russias invasion 22nd month ukrainian energy ministry said blackout kremlinoccupied zaporizhzhia facility,https://www.bloomberg.com/news/articles/2023-12-02/ukraine-un-warns-on-nuclear-risks-amid-latest-plant-outage,"Sat, 02 Dec 2023 09:59:41 GMT",finance,ukraine warns nuclear risks zelenskiy prepares dig threat nuclear accident persists amid russias invasion 22nd month ukrainian energy ministry said blackout kremlinoccupied zaporizhzhia facility,"['ukraine', 'warns', 'nuclear', 'risks', 'zelenskiy', 'prepares', 'dig', 'threat', 'nuclear', 'accident', 'persists', 'amid', 'russias', 'invasion', '22nd', 'month', 'ukrainian', 'energy', 'ministry', 'said', 'blackout', 'kremlinoccupied', 'zaporizhzhia', 'facility']","['ukraine', 'warns', 'nuclear', 'risks', 'zelenskiy', 'prepares', 'dig']"
Meme-Stock Crowd Plows Into Cross-Asset Rally Lifting Risky Bets,meme crowd plows crossasset rally lifting risky bets,rally across asset classes powering sampp 500 best month year finally caught attention retail investors,https://www.bloomberg.com/news/articles/2023-12-02/meme-stock-crowd-plows-into-cross-asset-rally-lifting-risky-bets,"Sat, 02 Dec 2023 14:00:00 GMT",finance,meme crowd plows crossasset rally lifting risky bets rally across asset classes powering sampp 500 best month year finally caught attention retail investors,"['meme', 'crowd', 'plows', 'crossasset', 'rally', 'lifting', 'risky', 'bets', 'rally', 'across', 'asset', 'classes', 'powering', 'sampp', '500', 'best', 'month', 'year', 'finally', 'caught', 'attention', 'retail', 'investors']","['meme', 'crowd', 'plows', 'crossasset', 'rally', 'lifting', 'risky', 'bets']"
"Trade Must Move Up Global Climate Change Agenda, WTO Chief Says",trade must move global climate change agenda wto chief says,head world trade organization urged envoys cop28 climate conference put trade policy forefront fight global warming,https://www.bloomberg.com/news/articles/2023-12-02/cop28-trade-must-move-up-global-climate-change-agenda-wto-chief-says,"Sat, 02 Dec 2023 13:25:11 GMT",finance,trade must move global climate change agenda wto chief says head world trade organization urged envoys cop28 climate conference put trade policy forefront fight global warming,"['trade', 'must', 'move', 'global', 'climate', 'change', 'agenda', 'wto', 'chief', 'says', 'head', 'world', 'trade', 'organization', 'urged', 'envoys', 'cop28', 'climate', 'conference', 'put', 'trade', 'policy', 'forefront', 'fight', 'global', 'warming']","['trade', 'must', 'move', 'global', 'climate', 'change', 'agenda', 'wto', 'chief', 'says']"
Batista Brothers Make Debut in Oil With Acquisition,batista brothers make debut oil acquisition,brazilian billionaire brothers wesley joesley batista making debut oil gas industry family company grupo jampfs acquisition fluxus agreed take production assets argentina,https://www.bloomberg.com/news/articles/2023-12-01/billionaire-batista-brothers-make-debut-in-oil-with-acquisition,"Fri, 01 Dec 2023 18:38:28 GMT",finance,batista brothers make debut oil acquisition brazilian billionaire brothers wesley joesley batista making debut oil gas industry family company grupo jampfs acquisition fluxus agreed take production assets argentina,"['batista', 'brothers', 'make', 'debut', 'oil', 'acquisition', 'brazilian', 'billionaire', 'brothers', 'wesley', 'joesley', 'batista', 'making', 'debut', 'oil', 'gas', 'industry', 'family', 'company', 'grupo', 'jampfs', 'acquisition', 'fluxus', 'agreed', 'take', 'production', 'assets', 'argentina']","['batista', 'brothers', 'make', 'debut', 'oil', 'acquisition']"
Wall Street Week: Where Have All the Diplomats Gone?,wall street week diplomats gone,,https://www.bloomberg.com/news/newsletters/2023-12-02/kissinger-s-death-leaves-a-gap-where-have-all-the-diplomats-gone,"Sat, 02 Dec 2023 13:00:05 GMT",finance,wall street week diplomats gone ,"['wall', 'street', 'week', 'diplomats', 'gone']","['wall', 'street', 'week', 'diplomats', 'gone']"
Kenya to Consider Sovereign Green Bonds to Fund Climate Projects,kenya consider sovereign green bonds fund climate projects,kenya weighing selling sovereign green bonds debtfornature swap deals fund climate projects president william ruto said,https://www.bloomberg.com/news/articles/2023-12-02/kenya-to-consider-sovereign-green-bonds-to-fund-climate-projects,"Sat, 02 Dec 2023 12:20:08 GMT",finance,kenya consider sovereign green bonds fund climate projects kenya weighing selling sovereign green bonds debtfornature swap deals fund climate projects president william ruto said,"['kenya', 'consider', 'sovereign', 'green', 'bonds', 'fund', 'climate', 'projects', 'kenya', 'weighing', 'selling', 'sovereign', 'green', 'bonds', 'debtfornature', 'swap', 'deals', 'fund', 'climate', 'projects', 'president', 'william', 'ruto', 'said']","['kenya', 'consider', 'sovereign', 'green', 'bonds', 'fund', 'climate', 'projects']"
Erdogan Says Top Bank Executives Probed in Soccer Fraud Case,erdogan says top bank executives probed soccer fraud case,denizbank ass top executives probed connection highprofile fraud case involving prominent footballers president recep tayyip erdogan said,https://www.bloomberg.com/news/articles/2023-12-02/erdogan-says-top-bank-executives-probed-in-soccer-fraud-case,"Sat, 02 Dec 2023 12:00:07 GMT",finance,erdogan says top bank executives probed soccer fraud case denizbank ass top executives probed connection highprofile fraud case involving prominent footballers president recep tayyip erdogan said,"['erdogan', 'says', 'top', 'bank', 'executives', 'probed', 'soccer', 'fraud', 'case', 'denizbank', 'ass', 'top', 'executives', 'probed', 'connection', 'highprofile', 'fraud', 'case', 'involving', 'prominent', 'footballers', 'president', 'recep', 'tayyip', 'erdogan', 'said']","['erdogan', 'says', 'top', 'bank', 'executives', 'probed', 'soccer', 'fraud', 'case']"
Venezuela Stirs Nationalism in Dispute Over Oil-Rich Territory,venezuela stirs nationalism dispute oilrich territory,decades venezuelan schoolchildren taught draw map country different one use elsewhere includes disputed region roughly size florida controlled neighboring guyana,https://www.bloomberg.com/news/articles/2023-12-02/venezuela-stirs-nationalism-in-dispute-over-oil-rich-territory,"Sat, 02 Dec 2023 12:00:00 GMT",finance,venezuela stirs nationalism dispute oilrich territory decades venezuelan schoolchildren taught draw map country different one use elsewhere includes disputed region roughly size florida controlled neighboring guyana,"['venezuela', 'stirs', 'nationalism', 'dispute', 'oilrich', 'territory', 'decades', 'venezuelan', 'schoolchildren', 'taught', 'draw', 'map', 'country', 'different', 'one', 'use', 'elsewhere', 'includes', 'disputed', 'region', 'roughly', 'size', 'florida', 'controlled', 'neighboring', 'guyana']","['venezuela', 'stirs', 'nationalism', 'dispute', 'oilrich', 'territory']"
"EU, South America Trade Agreement Postponed as Milei Awaited",eu south america trade agreement postponed milei awaited,major trade deal european union latin american economies wont signed next week hoped additional commitments require approval argentinas incoming president javier milei,https://www.bloomberg.com/news/articles/2023-12-02/eu-south-america-trade-agreement-postponed-as-milei-awaited,"Sat, 02 Dec 2023 11:34:33 GMT",finance,eu south america trade agreement postponed milei awaited major trade deal european union latin american economies wont signed next week hoped additional commitments require approval argentinas incoming president javier milei,"['eu', 'south', 'america', 'trade', 'agreement', 'postponed', 'milei', 'awaited', 'major', 'trade', 'deal', 'european', 'union', 'latin', 'american', 'economies', 'wont', 'signed', 'next', 'week', 'hoped', 'additional', 'commitments', 'require', 'approval', 'argentinas', 'incoming', 'president', 'javier', 'milei']","['eu', 'south', 'america', 'trade', 'agreement', 'postponed', 'milei', 'awaited']"
Industries Stuck in ‘Transition Traps’ Get Support From UN,industries stuck transition traps get support un,industries account third greenhouse gas emissions target new initiative seeking decarbonize heavyemitting sectors,https://www.bloomberg.com/news/articles/2023-12-02/industries-stuck-in-transition-traps-get-support-from-un,"Sat, 02 Dec 2023 11:30:00 GMT",finance,industries stuck transition traps get support un industries account third greenhouse gas emissions target new initiative seeking decarbonize heavyemitting sectors,"['industries', 'stuck', 'transition', 'traps', 'get', 'support', 'un', 'industries', 'account', 'third', 'greenhouse', 'gas', 'emissions', 'target', 'new', 'initiative', 'seeking', 'decarbonize', 'heavyemitting', 'sectors']","['industries', 'stuck', 'transition', 'traps', 'get', 'support', 'un']"
"Scandal-Hit CBI Group Seeks Higher Fees From Members, Sky Says",scandalhit cbi group seeks higher fees members sky says,scandalhit confederation british industry seeking higher fees members lobby group battles rebuild reputation according sky news,https://www.bloomberg.com/news/articles/2023-12-02/scandal-hit-cbi-group-seeks-higher-fees-from-members-sky-says,"Sat, 02 Dec 2023 10:47:52 GMT",finance,scandalhit cbi group seeks higher fees members sky says scandalhit confederation british industry seeking higher fees members lobby group battles rebuild reputation according sky news,"['scandalhit', 'cbi', 'group', 'seeks', 'higher', 'fees', 'members', 'sky', 'says', 'scandalhit', 'confederation', 'british', 'industry', 'seeking', 'higher', 'fees', 'members', 'lobby', 'group', 'battles', 'rebuild', 'reputation', 'according', 'sky', 'news']","['scandalhit', 'cbi', 'group', 'seeks', 'higher', 'fees', 'members', 'sky', 'says']"
Turkey’s Trade Deficit Narrows as Imports Fall on Weak Demand,turkeys trade deficit narrows imports fall weak demand,turkeys trade deficit narrowed yet november propelled drop imports rise exports fifth consecutive month,https://www.bloomberg.com/news/articles/2023-12-02/turkey-s-trade-deficit-narrows-as-imports-fall-on-weak-demand,"Sat, 02 Dec 2023 10:45:30 GMT",finance,turkeys trade deficit narrows imports fall weak demand turkeys trade deficit narrowed yet november propelled drop imports rise exports fifth consecutive month,"['turkeys', 'trade', 'deficit', 'narrows', 'imports', 'fall', 'weak', 'demand', 'turkeys', 'trade', 'deficit', 'narrowed', 'yet', 'november', 'propelled', 'drop', 'imports', 'rise', 'exports', 'fifth', 'consecutive', 'month']","['turkeys', 'trade', 'deficit', 'narrows', 'imports', 'fall', 'weak', 'demand']"
Charting the Global Economy: Growth Is Slowing Around the World,charting global economy growth slowing around world,worlds advanced economies heading deepening slowdown markedly higher interest rates take hefty toll activity could still become acute oecd warned,https://www.bloomberg.com/news/articles/2023-12-02/world-economy-latest-growth-is-slowing-around-the-world,"Sat, 02 Dec 2023 10:00:00 GMT",finance,charting global economy growth slowing around world worlds advanced economies heading deepening slowdown markedly higher interest rates take hefty toll activity could still become acute oecd warned,"['charting', 'global', 'economy', 'growth', 'slowing', 'around', 'world', 'worlds', 'advanced', 'economies', 'heading', 'deepening', 'slowdown', 'markedly', 'higher', 'interest', 'rates', 'take', 'hefty', 'toll', 'activity', 'could', 'still', 'become', 'acute', 'oecd', 'warned']","['charting', 'global', 'economy', 'growth', 'slowing', 'around', 'world']"
"Thames Water May Run Out of Money By April, Group Auditor Warns",thames water may run april group auditor warns,thames waters parent company may run april shareholders dont inject equity debtladen utility auditors warned,https://www.bloomberg.com/news/articles/2023-12-02/thames-water-may-run-out-of-money-by-april-group-auditor-warns,"Sat, 02 Dec 2023 08:03:59 GMT",finance,thames water may run april group auditor warns thames waters parent company may run april shareholders dont inject equity debtladen utility auditors warned,"['thames', 'water', 'may', 'run', 'april', 'group', 'auditor', 'warns', 'thames', 'waters', 'parent', 'company', 'may', 'run', 'april', 'shareholders', 'dont', 'inject', 'equity', 'debtladen', 'utility', 'auditors', 'warned']","['thames', 'water', 'may', 'run', 'april', 'group', 'auditor', 'warns']"
Rising Dubai Raises Questions About the Direction of London,rising dubai raises questions direction london,,https://www.bloomberg.com/news/articles/2023-12-02/london-property-market-slows-while-dubai-real-estate-gains-ground,"Sat, 02 Dec 2023 07:49:01 GMT",finance,rising dubai raises questions direction london ,"['rising', 'dubai', 'raises', 'questions', 'direction', 'london']","['rising', 'dubai', 'raises', 'questions', 'direction', 'london']"
"Vietnam Orders Central Bank Probe Over Slow Loans, Media Say",vietnam orders central bank probe slow loans media say,vietnam ordered rare inspection state bank vietnam oversight efforts speed loans businesses according local media report prime minister pham minh chinh ramps pressure central bank,https://www.bloomberg.com/news/articles/2023-12-02/vietnam-probes-central-bank-s-handling-of-credit-growth-media,"Sat, 02 Dec 2023 03:28:25 GMT",finance,vietnam orders central bank probe slow loans media say vietnam ordered rare inspection state bank vietnam oversight efforts speed loans businesses according local media report prime minister pham minh chinh ramps pressure central bank,"['vietnam', 'orders', 'central', 'bank', 'probe', 'slow', 'loans', 'media', 'say', 'vietnam', 'ordered', 'rare', 'inspection', 'state', 'bank', 'vietnam', 'oversight', 'efforts', 'speed', 'loans', 'businesses', 'according', 'local', 'media', 'report', 'prime', 'minister', 'pham', 'minh', 'chinh', 'ramps', 'pressure', 'central', 'bank']","['vietnam', 'orders', 'central', 'bank', 'probe', 'slow', 'loans', 'media', 'say']"
France Loans $218 Million to Mauritius for Water-Sector Projects,france loans 218 million mauritius watersector projects,frances development agency provide 200 million euro 2177 million budgetary loan mauritius finance overhaul countrys water sector,https://www.bloomberg.com/news/articles/2023-12-02/france-loans-218-million-to-mauritius-for-water-sector-projects,"Sat, 02 Dec 2023 07:19:58 GMT",finance,france loans 218 million mauritius watersector projects frances development agency provide 200 million euro 2177 million budgetary loan mauritius finance overhaul countrys water sector,"['france', 'loans', '218', 'million', 'mauritius', 'watersector', 'projects', 'frances', 'development', 'agency', 'provide', '200', 'million', 'euro', '2177', 'million', 'budgetary', 'loan', 'mauritius', 'finance', 'overhaul', 'countrys', 'water', 'sector']","['france', 'loans', '218', 'million', 'mauritius', 'watersector', 'projects']"
Swedish Home Prices Fall Again After Months of Stabilization,swedish home prices fall months stabilization,housing prices sweden resumed decline nordic nations economy recession borrowing costs continue rising,https://www.bloomberg.com/news/articles/2023-12-02/swedish-home-prices-fall-again-after-months-of-stabilization,"Sat, 02 Dec 2023 07:00:00 GMT",finance,swedish home prices fall months stabilization housing prices sweden resumed decline nordic nations economy recession borrowing costs continue rising,"['swedish', 'home', 'prices', 'fall', 'months', 'stabilization', 'housing', 'prices', 'sweden', 'resumed', 'decline', 'nordic', 'nations', 'economy', 'recession', 'borrowing', 'costs', 'continue', 'rising']","['swedish', 'home', 'prices', 'fall', 'months', 'stabilization']"
Fossil fuel companies sign up to emissions reduction pact at UN climate conference,fossil fuel companies sign emissions reduction pact un climate conference,,https://www.ft.com/content/4a43c5ea-30d0-4c28-b535-e8f38ba0d8a9,"Sat, 02 Dec 2023 15:59:18 GMT",finance,fossil fuel companies sign emissions reduction pact un climate conference ,"['fossil', 'fuel', 'companies', 'sign', 'emissions', 'reduction', 'pact', 'un', 'climate', 'conference']","['fossil', 'fuel', 'companies', 'sign', 'emissions', 'reduction', 'pact', 'un', 'climate', 'conference']"
Top ECB official wants to give risk managers more power on bank bonuses,top ecb official wants give risk managers power bank bonuses,,https://www.ft.com/content/729eda78-2e5a-40f0-a3a4-0e7d5c2c5cfd,"Sat, 02 Dec 2023 13:00:02 GMT",finance,top ecb official wants give risk managers power bank bonuses ,"['top', 'ecb', 'official', 'wants', 'give', 'risk', 'managers', 'power', 'bank', 'bonuses']","['top', 'ecb', 'official', 'wants', 'give', 'risk', 'managers', 'power', 'bank', 'bonuses']"
